"","X","hd_nr","provinz","land","land_sort_de","land_sort_en","fo_antik","fo_modern","verw_bezirk","fundstelle","pl_ancient_loc1","koordinaten1","pl_ancient_loc2","koordinaten2","geo_id1","geo_id2","fundjahr","aufbewahrung","erhaltung","i_gattung","i_gattung_sort_de","i_gattung_sort_en","denkmaltyp","felder","material","hoehe","breite","tiefe","if_h","if_b","bh","ligatur","metrik","nl_text","dat_tag","dat_monat","dat_jahr_a","dat_jahr_e","datierung","soziales","religion","verbaende","geographie","dekor","gemeinden","militaer","bearbeiter","datum","beleg","tm_nr","gdb_id","atext","btext","literatur","beziehung","kommentar","pal_schreibtechnik","pal_interpunktion","people_uris","godot_uris","foto_nr","foto_extern","name","praenomen","nomen","cognomen","supernomen","tribus","origo","geschlecht","status","beruf","l_jahre","l_monate","l_tage","l_stunden"
"533",2851,"HD053739","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2009-01-19",30,184582,7185,"Fortunae / Domestic(ae) sac(rum) / A(ulus) Obultronius / Beryllus","FORTVNAE / DOMESTIC SAC / A OBVLTRONIVS / BERYLLVS","CIL 03, 01939. #",NA,NA,NA,NA,NA,NA,NA,NA,"A. Obultronius Beryllus","A.","Obultronius","Beryllus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"534",2852,"HD053740","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Theater}, Eingang, bei",197488,"43.535918300,16.480822563",NA,NA,3190359,NA,1850,"Knin, Muz. Kninske krajine?",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,102,150,NA,"J","a",NA,"J",NA,NA,"J","Gräf","2019-11-20",30,184583,32549,"[H]erculi [---] / [S]ex(tus) Aquilli[us ---] / Severus |(centurio) coh(ortis) V[---] / donis donatus ab [Imp(eratore) Traiano bello] / Dacico dec(urio) Salonis et Flano[nae] / l(ocus) d(atus) d(ecreto) d(ecurionum)","[ ]ERCVLI [ ] / [ ]EX AQVILLI[ ] / SEVERVS | COH V[ ] / DONIS DONATVS AB [ ] / DACICO DEC SALONIS ET FLANO[ ] / L D D D","CIL 03, 01940. # IDRE 301. (B) # M. Sanader, OpuscArchZagreb 18, 1994, 100, Nr. 21. #",NA,"(B): IDRE: Leseabweichungen. Datierung: nicht vor Ende des ersten Dakerkrieges Trajans.",NA,NA,NA,NA,NA,NA,"[S]ex. Aquilli[us ---] Severus|[Traiano]","Sex.+","Aquillius+","Severus|Traianus+",NA,NA,NA,"M|M","39",NA,NA,NA,NA,NA
"535",2854,"HD053743","Dal","hr",25,10,"Salonae, bei","Split",NA,"Diokletiansaquaedukt, {Suhi Most}, bei",197488,"43.524067671,16.489421725",NA,NA,3190261,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2019-11-20",30,184585,32541,"Iovi O(ptimo) M(aximo)","IOVI O M","CIL 03, 01941. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",2855,"HD053745","Dal","hr",25,10,"Salonae, bei","Klis","Splitsko-dalmatinska županija","Klis Kosa, {Gradina, Steinbruch}",197488,"43.556126800,16.539405584",NA,NA,3197643,NA,NA,NA,NA,"titsac",22,22,"Fels",NA,"Kalkstein",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,100,NA,NA,"ab",NA,NA,NA,NA,NA,"Gräf","2019-02-15",32,184586,31659,"I(ovi) O(ptimo) M(aximo) / sacrum / L(ucius) Egnatius L(uci) f(ilius) / Cn(aei) nep(os) Cn(aei) pronep(os) / Tro(mentina) Clemens / decurio augur","I O M / SACRVM / L EGNATIVS L F / CN NEP CN PRONEP / TRO CLEMENS / DECVRIO AVGVR","CIL 03, 01942. # I. Alduk, in: D. Matetić Poljak - K. Marasović (Hrsg.), Asmosia 11. Interdisciplinary studies on ancient stone, Proceedings of the XI Asmosia Conference, Split 2015 (Split 2018) 957-961; fig. 4. (B) # M. Sinobad, OpuscArchZagreb 34, 2010, 185, Nr. 32. #",NA,"Inschrift offenbar nachantik und unkorrekt mit weißer Farbe nachgezeichnet. (B): Alduk: Z. 3 (Ende): pro(nepos); Z. 4: Clemen(s); Z. 5: augu(r).",NA,NA,NA,NA,NA,NA,"L. Egnatius L.f. Cn.nep. Cn.pronep. Tro. Clemens","L.","Egnatius","Clemens",NA,"TRO",NA,"M","3",NA,NA,NA,NA,NA
"537",2856,"HD053747","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2009-01-19",30,184587,7185,"I(ovi) O(ptimo) M(aximo) / Maxim(us) / German(i) / votum / posuit","I O M / MAXIM / GERMAN / VOTVM / POSVIT","CIL 03, 01943. #",NA,"Hedera am Ende von Z. 1. Z. 1: vom I offenbar noch ein Stück vom unteren Ende erhalten.",NA,"a",NA,NA,NA,NA,"Maxim. German.|German.",NA,NA,"Maximus*|Germanus*",NA,NA,NA,"M|M",NA,NA,NA,NA,NA,NA
"538",2857,"HD053748","Dal","hr",25,10,"Salonae, bei","Solin","Splitsko-dalmatinska županija","{Ninčevići}",197488,"43.549286841,16.490339040",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2019-11-20",30,184588,6524,"I(ovi) O(ptimo) [M(aximo)] / sac[r(um)] / A(ulus) Obu[ltro]/[n]iu[s](?) [---]","I O [ ] / SAC[ ] / A OBV[ ] / [ ]IV[ ] [ ]","CIL 03, 01944. #",NA,"Z. 3: überliefert ist: ORV[--].",NA,NA,NA,NA,NA,NA,"Obu[ltron]iu[s](?) [---]","A.","Obultronius+?","0",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"539",2858,"HD053752","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija",NA,197488,"43.509695611,16.434962153",NA,NA,3190261,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",12,5,191,NA,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2020-01-15",30,184589,5962,"I(ovi) O(ptimo) M(aximo) / Q(uintus) Raonius / Diodorus ex / voto posuit / libe(n)s merito / IIII Idus Maias / [A]proniano et / Bradua co(n)s(ulibus)","I O M / Q RAONIVS / DIODORVS EX / VOTO POSVIT / LIBES MERITO / IIII IDVS MAIAS / [ ]PRONIANO ET / BRADVA COS","CIL 03, 01945. # CIL 11, 00642*, 2. # PIR (2. Aufl.) O 109. # PIR V 31. #",NA,NA,NA,NA,"http://data.snapdrgn.net/person/9233 http://data.snapdrgn.net/person/7610","https://godot.date/id/w44DqJ8S2mRABrsmPGkFka",NA,NA,"Q. Raonius Diodorus|[A]proniano|Bradua","Q.","Raonius","Diodorus|Apronianus+|Bradua",NA,NA,NA,"M|M|M","1|1",NA,NA,NA,NA,NA
"540",2859,"HD053771","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2009-01-19",30,184590,7185,"I(ovi) O(ptimo) M(aximo) / et dis dea/bus sacrum / Ti(berius) [---] Severus","I O M / ET DIS DEA / BVS SACRVM / TI [ ] SEVERVS","CIL 03, 01946. #",NA,"Auf der linken Nebenseite ein Gefäß, auf der rechten eine patera.",NA,NA,NA,NA,NA,NA,"Ti. [---] Severus","Ti.","0","Severus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"541",2860,"HD053840","Dal","hr",25,10,"Salonae, bei","Solin","Splitsko-dalmatinska županija",NA,197488,"43.55,16.5",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2009-01-19",30,184591,5956,"Iovi O<pt=E>imo#O<pt>imo#OEIMO / Maximo / c(a)elesti patrono / G(aius) Caesius Corym/bus et Faberia / Cara v(otum) s(olverunt) l(ibentes) m(erito)","IOVI OEIMO / MAXIMO / CELESTI PATRONO / G CAESIVS CORYM / BVS ET FABERIA / CARA V S L M","CIL 03, 01948. #",NA,"Gefunden am Fuß des Berges Mosor.",NA,NA,NA,NA,NA,NA,"G. Caesius Corymbus|Faberia Cara","C.","Caesius|Faberia","Corymbus|Cara",NA,NA,NA,"M|W",NA,NA,NA,NA,NA,NA
"542",2861,"HD053861","Dal","hr",25,10,"Salonae, bei","Solin","Splitsko-dalmatinska županija",NA,197488,"43.55,16.5",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2009-10-30",30,184592,5956,"Messor / C(ai) I(---) S(---) / v(otum) s(olvit) l(ibens) m(erito)","MESSOR / C I S / V S L M","CIL 03, 01949. # C. Patsch, WMBH 7, 1900, 164-165. #",NA,"Gefunden am Fuß des Berges Mosor.",NA,NA,NA,NA,NA,NA,"Messor C.I.S.|C.I.S.","C.","I(---)","Messor|S(---)",NA,NA,NA,"M|M","7",NA,NA,NA,NA,NA
"543",2862,"HD053862","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija",NA,197488,"43.509695611,16.434962153",NA,NA,3190261,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2020-01-15",30,184593,5962,"Pro s(alute) Titi / Valeriani / Eufrosinus(!) / servus vo/tum solv(it) // Lar(ibus) / Aug(ustis)","PRO S TITI / VALERIANI / EVFROSINVS / SERVVS VO / TVM SOLV / / LAR / AVG","CIL 03, 01950. #",NA,"Auf den beiden Nebenseiten eine am Altar opfernde männliche Figur mit Füllhorn.",NA,NA,NA,NA,"F025126|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/acade7c7-429d-49b7-98ae-bd7e91514a16/file/id/785878/file_version/name/small F033779|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/1b3c7b11-aef8-41bb-8cfa-5fd2bf248037/file/id/794587/file_version/name/small",NA,"Titi Valeriani|Eufrosinus(!)",NA,"Titius","Valerianus|Eufrosinus (&#61; Eufrosynus)",NA,NA,NA,"M|M","7",NA,NA,NA,NA,NA
"544",2863,"HD053863","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2011-02-14",30,184594,7185,"Libero Patri s(acrum) / [&?","LIBERO PATRI S / [","CIL 03, 01951. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",2866,"HD053923","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija","Grad, Diokletianpalast, {ehemaliger Bischofspalast}",197488,"43.508177614,16.440884470",NA,NA,3190261,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,NA,NA,NA,NA,NA,NA,"Gräf","2020-01-15",30,184597,32677,"Nocturn[o] / sacrum / C(aius) Cassius / Valens / ben<e=I>f(iciarius)#ben<e>f(iciarius)#BENIF ex imper[i(o)]","NOCTVRN[ ] / SACRVM / C CASSIVS / VALENS / BENIF EX IMPER[ ]","CIL 03, 01956. # ILS 4887. #",NA,"Hedera in Z. 3. Z. 1 (Ende): Buchstabe O war bei der Auffindung noch vollständig erhalten.",NA,"a",NA,NA,NA,NA,"C. Cassius Valens","C.","Cassius","Valens",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"546",2867,"HD053924","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2009-01-21",30,184598,7185,"Silvano Aug(usto) sac(rum)","SILVANO AVG SAC","CIL 03, 01959. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",2869,"HD053926","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija",NA,197488,"43.509695611,16.434962153",NA,NA,3190261,NA,NA,"Split, Arh. Muz.; Zagreb, Arh. Muz.",NA,"titsac",22,22,"Relief",NA,NA,38.5,31,6.5,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,"J",NA,NA,"Gräf","2020-01-15",32,184600,5962,"Sil(vano) Aug(usto) sac(rum) / C(aius) Popillius [E]xpetitus / ex vis[u]","SIL AVG SAC / C POPILLIVS [ ]XPETITVS / EX VIS[ ]","CIL 03, 01960. (B) # CIL 03, 01960 add. p. 1509. # J. Brunšmid, VHAD 8, 1905, 70-71, Nr. 130; Foto. # A. Rendić-Miočević, VjesAMuzZagreb 8, 1974, 36-37; tab. 9, 2. #",NA,"2 aneinanderpassende Fragmente; Reliefdarstellung des Silvanus; die Inschrift befindet sich unterhalb des Reliefs. (B): CIL III 1960: Poöiliud.",NA,NA,NA,NA,NA,NA,"C. Popillius [E]xpetitus","C.","Popillius","Expetitus+",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"548",2870,"HD053927","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija",NA,197488,"43.509695611,16.434962153",NA,NA,3190261,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,200,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2020-01-15",32,184601,5962,"Dis Syri(i)s / C(aius) Albucius / C(ai) l(ibertus) Restitutus","DIS SYRIS / C ALBVCIVS / C L RESTITVTVS","CIL 03, 01961. # CIL 03, 01961 add. p. 2135. # CIL 11, 00642*, 3. # ILS 4282. #",NA,"Altar oder Basis.",NA,NA,NA,NA,"F025135|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/aaa3463f-53c2-44fd-bc13-1e06badfd0aa/file/id/785887/file_version/name/small F033678|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/b21f50da-7189-4fc5-8045-8760b3fe8ed8/file/id/794485/file_version/name/small",NA,"C. Albucius C.l. Restitutus","C.","Albucius","Restitutus",NA,NA,NA,"M","6",NA,NA,NA,NA,NA
"549",2872,"HD053929","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Statuenbasis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,"J","a",NA,NA,"J",NA,NA,"Gräf","2010-10-13",30,184603,7185,"Veneri / Victrici / in memoriam / Albuciae C(ai) f(iliae) / Pontiae / uxoris / M(arcus) Marius Pau/lus l(ocus) d(atus) d(ecreto) d(ecurionum)","VENERI / VICTRICI / IN MEMORIAM / ALBVCIAE C F / PONTIAE / VXORIS / M MARIVS PAV / LVS L D D D","CIL 03, 01965. # ILS 3176. #",NA,"Hedera in Z. 1 u. Z. 8.",NA,"a",NA,NA,"F033797|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/ec901a46-bbe4-4e85-aa7a-288a94e94a0a/file/id/794605/file_version/name/small",NA,"Albuciae C.f. Pontiae|M. Marius Paulus","M.","Albucia|Marius","Pontia|Paulus",NA,NA,NA,"W|M",NA,NA,NA,NA,NA,NA
"550",2873,"HD053930","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2009-01-21",30,184604,7185,"Mescenia / Valentina / imperio / Veneris / Iunonem(!) / d(onum) d(edit)","MESCENIA / VALENTINA / IMPERIO / VENERIS / IVNONEM / D D","CIL 03, 01962. # ILS 3182a. #",NA,NA,NA,NA,NA,NA,NA,NA,"Mescenia Valentina",NA,"Mescenia","Valentina",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"551",2874,"HD053931","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Amphitheater}, bei?",197488,"43.538397128,16.474293708",NA,NA,3190359,NA,1805,"Trogir, Muz. grad. Trog.",NA,"titsac",22,22,"Tafel?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a?b",NA,NA,NA,NA,NA,"Gräf","2019-11-20",31,184605,32524,"Prima Fulviniae / Urbana Curtiae / Oecumene Iuliae / mag(istrae) V(eneris?) d(onum) d(ederunt)","PRIMA FVLVINIAE / VRBANA CVRTIAE / OECVMENE IVLIAE / MAG V D D","CIL 03, 01963. # I. Babić, BAHD 77, 1984, 146; pl. 17, 8 (Zeichnung). #",NA,NA,NA,NA,NA,NA,NA,NA,"Prima Fulviniae|Fulviniae|Urbana Curtiae|Curtiae|Oecumene Iuliae|Iuliae",NA,"Fulvinia|Curtia|Iulia","Prima|Urbana|Oecumene",NA,NA,NA,"W|W|W|W|W|W","7|7|7",NA,NA,NA,NA,NA
"552",2876,"HD053933","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1838,"Split, Arh. Muz.",NA,"titsac",22,22,"Statuenbasis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2009-01-21",30,184607,7185,"Vener(i) Victr(ici)","VENER VICTR","CIL 03, 01964. #",NA,"Die Inschrift befindet sich auf der Plinthe einer Venusstatue mit Cupido.",NA,NA,NA,NA,"F025136|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/5ca8bdf4-3965-499c-8e62-39345e07d211/file/id/785888/file_version/name/small F025137|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/6859d942-cee2-45bf-ba72-c10b30ee4d28/file/id/785889/file_version/name/small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",2877,"HD053934","Dal","hr",25,10,"Iader, bei","Galovac","Zadarska županija",NA,197312,"44.0724549,15.3944579",NA,NA,3200731,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,100,NA,NA,"a",NA,NA,NA,NA,"J","Feraudi","2009-03-23",30,184608,5869,"I Mac(edonica) le[g(io)] / [I]ovi o(ptimo) m(aximo) / v(otum) [s(olvit)] l(ibens) m(erito)","I MAC LE[ ] / [ ]OVI O M / V [ ] L M","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 138, Nr. 4. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",2880,"HD053937","Dal","hr",25,10,"Varvaria","Skradin","Šibensko-kninska županija","{Bribir}",197574,"43.9214921,15.8398106",NA,NA,3203316,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-08-09",30,184611,6071,"Iovi / O(ptimo) M(aximo) v(otum) / [s(olvit)?] <l=T>ib(ens)(?)#<l>ib(ens)(?)#TIB [me(rito)?]","IOVI / O M V / [ ] TIB [ ]","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 138-139, Nr. 12. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",2881,"HD053938","Dal","hr",25,10,"Varvaria","Skradin","Šibensko-kninska županija","{Bribir}",197574,"43.9214921,15.8398106",NA,NA,3203316,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-08-09",30,184612,6071,"Silvano / sacrum / Cl(audia) Satur/nina / s(olvit) l(ibens) m(erito)","SILVANO / SACRVM / CL SATVR / NINA / S L M","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 139, Nr. 13. #",NA,NA,NA,NA,NA,NA,NA,NA,"Cl. Saturnina",NA,"Claudia*","Saturnina",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"556",2882,"HD053939","Dal","hr",25,10,"Colentum, insula","Murter-Kornati","Šibensko-kninska županija","Murter, {Gradina}",197219,"43.829591199,15.595558712",NA,NA,3194643,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,200,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2009-03-23",30,184613,6235,"[------] / [-]nic[---] / [v(otum)] s(olvit) l(ibens) m(erito)","[ ] / [ ]NIC[ ] / [ ] S L M","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 139, Nr. 23. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",2897,"HD053954","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Ulica Stjepana Radića 40}, bei",197488,"43.537730498,16.488783359",NA,NA,3190359,NA,NA,"Solin, Arh. zbirka Marka Matijevica",NA,"titsac",22,22,"Stele",NA,"Kalkstein",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,130,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2019-11-13",32,184628,32515,"P(ublius) [---] / Pa[---] / Ma[tri Magnae? ---] / [-] vo[tum? ---]","P [ ] / PA[ ] / MA[ ] / [ ] VO[ ]","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 140, Nr. 45. #",NA,NA,NA,NA,NA,NA,"F034999|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/70ab9408-96c3-46c1-97e6-c3825d23abbc/file/id/795837/file_version/name/small","http://lupa.at/24218","P. [---] Pa[---]","P.","0","Pa[---]",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"558",2911,"HD054124","Dal","hr",25,10,"Salonae, bei","Split","Splitsko-dalmatinska županija","Grad, {Diokletianpalast}",197488,"43.50891,16.43915",NA,NA,3190261,NA,NA,NA,NA,"titsac",22,22,"Tafel?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2009-03-23",30,184642,6156,"Huc v(otum) so(l)ve(runt)","HVC V SOVE","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 141, Nr. 84. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",2914,"HD054127","Dal","hr",25,10,NA,"Supetar","Splitsko-dalmatinska županija","{Škrip}",NA,"43.3545925,16.603380199",NA,NA,3190679,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,100,NA,"J","a",NA,NA,NA,NA,NA,"Feraudi","2011-02-14",30,184645,6997,"M(agnae) M(atri) / Mescenia P(ubli) f(ilia) port(i)c(um) / f(ecit) d(e) s(ua) p(ecunia)","M M / MESCENIA P F PORTC / F D S P","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 141, Nr. 90. #",NA,NA,NA,NA,NA,NA,NA,NA,"Mescenia P.f.",NA,"Mescenia",NA,NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"560",2921,"HD054134","Dal","hr",25,10,"Novae, bei","Zmijavci","Splitsko-dalmatinska županija",NA,197413,"43.41083,17.20556",NA,NA,3281556,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2011-12-01",30,184652,6003,"$?] / v(otum) l(ibens) m(erito)","] / V L M","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 143, Nr. 135. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",2924,"HD054154","Dal","hr",25,10,"Novae, bei","Zmijavci","Splitsko-dalmatinska županija",NA,197413,"43.41083,17.20556",NA,NA,3281556,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2009-03-23",30,184655,6003,"[------] / [------] / [---] v(otum) l(ibens) c(um) [s(uis) s(olvit)]","[ ] / [ ] / [ ] V L C [ ]","A. Kurilić, in: D. Davison - V. Gaffney - E. Marin (Hrsg.), Dalmatia. Research in the Roman province 1970-2001. Papers in honour of J.J. Wilkes (Oxford 2006) 144, Nr. 143. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
